X,Y,ClassLabel
0.305884801501915,-0.676523712152465,2
-0.203136008479142,-0.331767760603,2
0.0185768732082542,1.20498724453399,1
-0.282424460811701,-0.292532461535456,2
1.09303659617824,0.515905247902086,1
1.79725917205461,0.017544663505229,2
-0.0632432875692845,0.97754818639851,1
0.645463207123043,-0.724204172880132,2
-0.523892867502274,0.508851137816082,2
-0.7532817734672,0.666315943103965,1
1.72414592275758,-0.163277372826522,2
-0.495189570466747,0.34944715079851,2
0.58137755119148,1.01245374086971,1
1.18838030896637,0.0419430960978716,1
0.546480610063319,-0.612141795076559,2
-1.19445129821037,0.47631863824585,1
-0.488719510064744,1.05803702636532,1
1.55365790599805,-0.0758445926237315,2
1.83472610108228,0.171334838525573,2
0.967372526272621,0.489256388756965,1
-0.339584790367639,-0.00272980591385819,2
-0.0576795369053832,-0.522232725451859,2
0.742084036568213,0.91051742303969,1
-1.02412331154405,0.614904047761105,1
-0.566722667095798,1.02179316203208,1
0.301472624124546,1.27584072067803,1
0.997703162902941,0.689661141769329,1
-0.0772948919403224,1.11711242923851,1
0.578620247868482,-0.685156755359307,2
1.56786852742665,-0.297366000146067,2
-0.573144967237015,1.06560587242003,1
1.6604048925149,0.499851216230608,2
-0.561415171148229,-0.230204062924347,2
1.02808222673187,0.702182819813447,1
-1.05259712624922,0.661125203288364,1
-0.797778164765178,0.888169052931153,1
0.607778808411764,-0.595613315088863,2
0.900505052738471,-0.725498557383159,2
0.804213871387473,0.64520817678702,1
-0.53091945803905,0.12787097765574,2
0.887528532658128,0.928796816363854,1
-0.432910214905828,0.402976475513105,2
0.980268419619398,0.696766585063542,1
0.280212455577986,-0.659167684275568,2
1.79801377846929,0.348753972351322,2
-0.863198676683479,0.47645257199425,1
-0.415277794898476,0.0190971945321625,2
2.04957260388614,0.330641729439232,2
0.0213770040575796,-0.628001101668704,2
-1.22722891589918,0.106793521196828,1
-0.613501395230475,-0.0383275181648997,2
1.22145794031943,-0.362046498497336,2
-1.15202453204433,0.383872170228484,1
-0.926374829596386,1.04594878519917,1
0.475490450039542,-0.635665278653214,2
-1.15627816359815,0.0305268551485281,1
0.481635163729742,-0.476192978982768,2
1.26842359906693,0.203376311109034,1
1.8097518088486,0.327142635574532,2
0.515039934562469,-0.598104200868363,2
0.305681043652788,-0.641686947169941,2
1.29177293823115,-0.649754230663217,2
1.02454159857286,0.909172437726924,1
0.657035144864236,1.1799736017649,1
0.300877346616881,-0.613506382797331,2
1.01620687776328,0.397434278481092,1
0.557784751600657,1.01270770287811,1
0.814458152642396,1.00518438927021,1
0.608461467413053,1.02031187451786,1
0.98195524805859,-0.653541454467198,2
-0.0151063848399922,1.22717692854682,1
1.24064362970587,-0.680007888928031,2
-0.577726041356471,1.06091633075148,1
-0.471317915926779,0.917972344414958,1
1.37401548330268,0.102546250856908,1
-0.527866356331762,0.222411612966914,2
1.42416724655559,-0.479593991176975,2
0.730186146688837,0.664258872538631,1
1.8138966817855,0.105008815891952,2
0.13343385680419,1.23989057113965,1
-0.113866044702444,-0.142063867108712,2
-1.00108268230312,0.472605743504321,1
1.0567339087247,0.0161570584574849,1
1.68327550387433,0.173823745136807,2
1.91744057234315,0.201488411613448,2
1.84829801362837,-0.103536404449178,2
-0.460287281527785,0.335116422785507,2
-0.318483287147154,-0.178471046188087,2
1.78407220001729,0.275259764190177,2
0.613390425680485,-0.578860264756595,2
0.777399309494611,0.686183129722818,1
1.69004044410391,-0.264797756912662,2
1.32320318418497,0.0178186426614277,1
-0.230356695743954,1.11990213686965,1
